symbol,side,open_time,close_time,ep,bep,tp,dca_count,pnl_usd,pnl_pct,fee_usd,holding_minutes,close_reason
ETHUSDT,LONG,2023-01-15 20:03:00,2023-01-15 20:10:00,1548.36,1548.98,1552.08,0,0.36,0.1802,0.08,7,TP
ETHUSDT,LONG,2023-01-15 21:22:00,2023-01-15 21:32:00,1549.44,1550.06,1553.16,0,0.36,0.1801,0.08,10,TP
ETHUSDT,SHORT,2023-01-16 00:05:00,2023-01-16 00:18:00,1557.39,1556.61,1553.5,0,0.36,0.1799,0.08,13,TP
ETHUSDT,LONG,2023-01-16 00:24:00,2023-01-16 00:34:00,1546.69,1547.31,1550.4,0,0.36,0.1798,0.08,10,TP
ETHUSDT,LONG,2023-01-16 02:53:00,2023-01-16 03:32:00,1569.02,1569.65,1572.79,3,1.44,0.1799,0.32,39,TP
ETHUSDT,SHORT,2023-01-16 06:16:00,2023-01-16 06:18:00,1578.31,1577.68,1574.52,0,0.36,0.1805,0.08,2,TP
ETHUSDT,SHORT,2023-01-16 06:47:00,2023-01-16 06:51:00,1575.63,1575.0,1571.85,0,0.36,0.1802,0.08,4,TP
ETHUSDT,SHORT,2023-01-16 15:24:00,2023-01-16 15:51:00,1549.7,1549.05,1545.95,4,1.8,0.18,0.4,27,TP
ETHUSDT,SHORT,2023-01-16 17:38:00,2023-01-16 20:36:00,1588.46,1587.82,1584.64,97,35.34,0.1803,7.84,178,TP
ETHUSDT,LONG,2023-01-17 02:16:00,2023-01-17 02:18:00,1553.09,1553.87,1556.98,0,0.36,0.1805,0.08,2,TP
ETHUSDT,SHORT,2023-01-17 02:59:00,2023-01-17 03:08:00,1563.83,1563.2,1560.07,0,0.36,0.18,0.08,9,TP
ETHUSDT,SHORT,2023-01-17 15:02:00,2023-01-17 15:11:00,1585.95,1585.16,1581.99,0,0.36,0.1801,0.08,9,TP
ETHUSDT,LONG,2023-01-17 15:31:00,2023-01-17 15:49:00,1568.56,1569.19,1572.33,7,2.88,0.1799,0.64,18,TP
ETHUSDT,LONG,2023-01-17 23:34:00,2023-01-18 00:32:00,1567.42,1568.08,1571.22,4,1.8,0.18,0.4,58,TP
ETHUSDT,SHORT,2023-01-18 17:38:00,2023-01-18 17:39:00,1555.24,1554.46,1551.35,0,0.36,0.1802,0.08,1,TP
ETHUSDT,LONG,2023-01-18 17:53:00,2023-01-18 17:54:00,1540.71,1541.33,1544.41,0,0.36,0.18,0.08,1,TP
ETHUSDT,LONG,2023-01-18 18:00:00,2023-01-18 18:02:00,1539.22,1539.84,1542.92,0,0.36,0.1802,0.08,2,TP
ETHUSDT,LONG,2023-01-18 18:42:00,2023-01-18 18:44:00,1536.71,1537.32,1540.39,0,0.36,0.18,0.08,2,TP
ETHUSDT,SHORT,2023-01-18 21:15:00,2023-01-18 21:20:00,1530.31,1529.7,1526.64,0,0.36,0.1802,0.08,5,TP
ETHUSDT,LONG,2023-01-19 13:11:00,2023-01-19 13:28:00,1516.47,1517.23,1520.26,0,0.36,0.1795,0.08,17,TP
ETHUSDT,SHORT,2023-01-19 13:34:00,2023-01-19 14:20:00,1524.57,1523.96,1520.91,0,0.36,0.1797,0.08,46,TP
ETHUSDT,LONG,2023-01-19 15:46:00,2023-01-19 16:08:00,1532.43,1533.04,1536.11,0,0.36,0.1806,0.08,22,TP
ETHUSDT,SHORT,2023-01-19 17:01:00,2023-01-19 17:38:00,1537.78,1537.16,1534.09,0,0.36,0.1798,0.08,37,TP
ETHUSDT,SHORT,2023-01-20 14:41:00,2023-01-20 14:46:00,1561.72,1561.02,1557.9,1,0.72,0.1798,0.16,5,TP
ETHUSDT,SHORT,2023-01-20 14:52:00,2023-01-20 14:54:00,1561.78,1561.16,1558.04,0,0.36,0.1796,0.08,2,TP
ETHUSDT,LONG,2023-01-20 18:30:00,2023-01-20 18:32:00,1585.53,1586.16,1589.33,0,0.36,0.1801,0.08,2,TP
ETHUSDT,SHORT,2023-01-20 21:04:00,2023-01-20 21:06:00,1645.86,1645.2,1641.91,1,0.72,0.1799,0.16,2,TP
ETHUSDT,SHORT,2023-01-20 22:18:00,2023-01-20 22:25:00,1654.77,1654.11,1650.8,3,1.44,0.18,0.32,7,TP
ETHUSDT,SHORT,2023-01-20 23:18:00,2023-01-20 23:23:00,1658.85,1658.02,1654.7,0,0.36,0.1803,0.08,5,TP
ETHUSDT,SHORT,2023-01-21 00:33:00,2023-01-21 00:36:00,1666.71,1666.04,1662.71,0,0.36,0.1796,0.08,3,TP
ETHUSDT,SHORT,2023-01-21 04:08:00,2023-01-21 05:10:00,1652.92,1652.26,1648.96,0,0.36,0.1802,0.08,62,TP
ETHUSDT,SHORT,2023-01-21 06:14:00,2023-01-21 08:58:00,1652.64,1651.81,1648.51,1,0.72,0.1799,0.16,164,TP
ETHUSDT,LONG,2023-01-21 13:16:00,2023-01-21 14:42:00,1650.18,1650.84,1654.14,1,0.72,0.18,0.16,86,TP
ETHUSDT,SHORT,2023-01-21 15:06:00,2023-01-21 15:47:00,1663.01,1662.29,1658.97,5,2.16,0.1804,0.48,41,TP
ETHUSDT,LONG,2023-01-21 17:53:00,2023-01-21 17:54:00,1649.22,1649.88,1653.18,0,0.36,0.1801,0.08,1,TP
ETHUSDT,LONG,2023-01-21 20:18:00,2023-01-21 21:35:00,1657.55,1658.21,1661.53,2,1.08,0.1802,0.24,77,TP
